,Area Code,Area,Item Code,Item,Year,Value,Longitude,Latitude
255,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2007,1.2,22° 18? 0? N,114° 12? 0? E
256,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2008,6.98,22° 18? 0? N,114° 12? 0? E
257,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2009,56.5,22° 18? 0? N,114° 12? 0? E
258,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2010,384.71,22° 18? 0? N,114° 12? 0? E
259,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2011,341.56,22° 18? 0? N,114° 12? 0? E
260,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2012,143.35,22° 18? 0? N,114° 12? 0? E
261,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2013,1555.14,22° 18? 0? N,114° 12? 0? E
262,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2014,157.02,22° 18? 0? N,114° 12? 0? E
263,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2015,76.6,22° 18? 0? N,114° 12? 0? E
264,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2016,104.83,22° 18? 0? N,114° 12? 0? E
265,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2017,52.2,22° 18? 0? N,114° 12? 0? E
266,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2002,3342.5,22° 18? 0? N,114° 12? 0? E
267,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2003,6155.13,22° 18? 0? N,114° 12? 0? E
268,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2004,4283.35,22° 18? 0? N,114° 12? 0? E
269,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2005,1896.95,22° 18? 0? N,114° 12? 0? E
270,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2008,21.05,22° 18? 0? N,114° 12? 0? E
271,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2011,7.66,22° 18? 0? N,114° 12? 0? E
272,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2012,33.26,22° 18? 0? N,114° 12? 0? E
273,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2013,28.78,22° 18? 0? N,114° 12? 0? E
274,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2014,1.3,22° 18? 0? N,114° 12? 0? E
275,96,"China, Hong Kong SAR",4003,Ammonium nitrate (AN),2015,15.54,22° 18? 0? N,114° 12? 0? E
276,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2002,3.75,22° 18? 0? N,114° 12? 0? E
277,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2003,3.89,22° 18? 0? N,114° 12? 0? E
278,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2004,9.05,22° 18? 0? N,114° 12? 0? E
279,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2005,13.09,22° 18? 0? N,114° 12? 0? E
280,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2006,2.43,22° 18? 0? N,114° 12? 0? E
281,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2008,0.12,22° 18? 0? N,114° 12? 0? E
282,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2009,0.56,22° 18? 0? N,114° 12? 0? E
283,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2010,1.5,22° 18? 0? N,114° 12? 0? E
284,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2011,1.9,22° 18? 0? N,114° 12? 0? E
285,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2012,206.03,22° 18? 0? N,114° 12? 0? E
286,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2013,404.99,22° 18? 0? N,114° 12? 0? E
287,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2014,428.82,22° 18? 0? N,114° 12? 0? E
288,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2015,480.21,22° 18? 0? N,114° 12? 0? E
289,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2016,348.6,22° 18? 0? N,114° 12? 0? E
290,96,"China, Hong Kong SAR",4002,Ammonium sulphate,2017,450.1,22° 18? 0? N,114° 12? 0? E
291,96,"China, Hong Kong SAR",4022,Diammonium phosphate (DAP),2013,21.76,22° 18? 0? N,114° 12? 0? E
292,96,"China, Hong Kong SAR",4022,Diammonium phosphate (DAP),2014,1.11,22° 18? 0? N,114° 12? 0? E
293,96,"China, Hong Kong SAR",4022,Diammonium phosphate (DAP),2015,1.5,22° 18? 0? N,114° 12? 0? E
294,96,"China, Hong Kong SAR",4022,Diammonium phosphate (DAP),2016,0.95,22° 18? 0? N,114° 12? 0? E
295,96,"China, Hong Kong SAR",4022,Diammonium phosphate (DAP),2017,1.16,22° 18? 0? N,114° 12? 0? E
296,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2002,151.35,22° 18? 0? N,114° 12? 0? E
297,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2003,180.78,22° 18? 0? N,114° 12? 0? E
298,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2004,175.37,22° 18? 0? N,114° 12? 0? E
299,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2005,100.12,22° 18? 0? N,114° 12? 0? E
300,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2006,66.92,22° 18? 0? N,114° 12? 0? E
301,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2007,6.41,22° 18? 0? N,114° 12? 0? E
302,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2008,53.81,22° 18? 0? N,114° 12? 0? E
303,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2009,1413.31,22° 18? 0? N,114° 12? 0? E
304,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2010,228.71,22° 18? 0? N,114° 12? 0? E
305,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2011,272.44,22° 18? 0? N,114° 12? 0? E
306,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2012,80.53,22° 18? 0? N,114° 12? 0? E
307,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2013,317.81,22° 18? 0? N,114° 12? 0? E
308,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2014,42.15,22° 18? 0? N,114° 12? 0? E
309,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2015,35.58,22° 18? 0? N,114° 12? 0? E
310,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2016,177.74,22° 18? 0? N,114° 12? 0? E
311,96,"China, Hong Kong SAR",4030,Fertilizers n.e.c.,2017,142.24,22° 18? 0? N,114° 12? 0? E
312,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2002,2.47,22° 18? 0? N,114° 12? 0? E
313,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2003,0.75,22° 18? 0? N,114° 12? 0? E
314,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2006,6.15,22° 18? 0? N,114° 12? 0? E
315,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2009,235.35,22° 18? 0? N,114° 12? 0? E
316,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2013,368.5,22° 18? 0? N,114° 12? 0? E
317,96,"China, Hong Kong SAR",4023,Monoammonium phosphate (MAP),2015,50,22° 18? 0? N,114° 12? 0? E
318,96,"China, Hong Kong SAR",4021,NPK fertilizers,2002,322.37,22° 18? 0? N,114° 12? 0? E
319,96,"China, Hong Kong SAR",4021,NPK fertilizers,2003,426.44,22° 18? 0? N,114° 12? 0? E
320,96,"China, Hong Kong SAR",4021,NPK fertilizers,2004,562.02,22° 18? 0? N,114° 12? 0? E
321,96,"China, Hong Kong SAR",4021,NPK fertilizers,2005,1181.09,22° 18? 0? N,114° 12? 0? E
322,96,"China, Hong Kong SAR",4021,NPK fertilizers,2006,468.29,22° 18? 0? N,114° 12? 0? E
323,96,"China, Hong Kong SAR",4021,NPK fertilizers,2007,136.15,22° 18? 0? N,114° 12? 0? E
324,96,"China, Hong Kong SAR",4021,NPK fertilizers,2008,3286.84,22° 18? 0? N,114° 12? 0? E
325,96,"China, Hong Kong SAR",4021,NPK fertilizers,2009,3071.54,22° 18? 0? N,114° 12? 0? E
326,96,"China, Hong Kong SAR",4021,NPK fertilizers,2010,94.29,22° 18? 0? N,114° 12? 0? E
327,96,"China, Hong Kong SAR",4021,NPK fertilizers,2011,179.54,22° 18? 0? N,114° 12? 0? E
328,96,"China, Hong Kong SAR",4021,NPK fertilizers,2012,275.93,22° 18? 0? N,114° 12? 0? E
329,96,"China, Hong Kong SAR",4021,NPK fertilizers,2013,418.88,22° 18? 0? N,114° 12? 0? E
330,96,"China, Hong Kong SAR",4021,NPK fertilizers,2014,421.69,22° 18? 0? N,114° 12? 0? E
331,96,"China, Hong Kong SAR",4021,NPK fertilizers,2015,170.79,22° 18? 0? N,114° 12? 0? E
332,96,"China, Hong Kong SAR",4021,NPK fertilizers,2016,79.1,22° 18? 0? N,114° 12? 0? E
333,96,"China, Hong Kong SAR",4021,NPK fertilizers,2017,51.93,22° 18? 0? N,114° 12? 0? E
334,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2002,2890.74,22° 18? 0? N,114° 12? 0? E
335,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2003,2058.18,22° 18? 0? N,114° 12? 0? E
336,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2004,1868.3,22° 18? 0? N,114° 12? 0? E
337,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2005,1318.2,22° 18? 0? N,114° 12? 0? E
338,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2006,1585.44,22° 18? 0? N,114° 12? 0? E
339,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2007,1480.88,22° 18? 0? N,114° 12? 0? E
340,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2008,905.08,22° 18? 0? N,114° 12? 0? E
341,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2009,448.34,22° 18? 0? N,114° 12? 0? E
342,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2010,408.88,22° 18? 0? N,114° 12? 0? E
343,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2011,239.21,22° 18? 0? N,114° 12? 0? E
344,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2012,210.95,22° 18? 0? N,114° 12? 0? E
345,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2013,281.83,22° 18? 0? N,114° 12? 0? E
346,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2014,310.37,22° 18? 0? N,114° 12? 0? E
347,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2015,886.61,22° 18? 0? N,114° 12? 0? E
348,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2016,140.61,22° 18? 0? N,114° 12? 0? E
349,96,"China, Hong Kong SAR",4008,"Other nitrogenous fertilizers, n.e.c.",2017,430.87,22° 18? 0? N,114° 12? 0? E
350,96,"China, Hong Kong SAR",4024,Other NP compounds,2009,486.86,22° 18? 0? N,114° 12? 0? E
351,96,"China, Hong Kong SAR",4024,Other NP compounds,2011,0.6,22° 18? 0? N,114° 12? 0? E
352,96,"China, Hong Kong SAR",4024,Other NP compounds,2014,20.12,22° 18? 0? N,114° 12? 0? E
353,96,"China, Hong Kong SAR",4024,Other NP compounds,2015,181.08,22° 18? 0? N,114° 12? 0? E
354,96,"China, Hong Kong SAR",4014,"Other phosphatic fertilizers, n.e.c.",2011,74.4,22° 18? 0? N,114° 12? 0? E
355,96,"China, Hong Kong SAR",4018,"Other potassic fertilizers, n.e.c.",2016,0,22° 18? 0? N,114° 12? 0? E
356,96,"China, Hong Kong SAR",4018,"Other potassic fertilizers, n.e.c.",2017,10.1,22° 18? 0? N,114° 12? 0? E
357,96,"China, Hong Kong SAR",4011,Phosphate rock,2002,0.08,22° 18? 0? N,114° 12? 0? E
358,96,"China, Hong Kong SAR",4011,Phosphate rock,2003,11.99,22° 18? 0? N,114° 12? 0? E
359,96,"China, Hong Kong SAR",4011,Phosphate rock,2004,4,22° 18? 0? N,114° 12? 0? E
360,96,"China, Hong Kong SAR",4011,Phosphate rock,2005,1.98,22° 18? 0? N,114° 12? 0? E
361,96,"China, Hong Kong SAR",4011,Phosphate rock,2006,0.4,22° 18? 0? N,114° 12? 0? E
362,96,"China, Hong Kong SAR",4011,Phosphate rock,2008,0.07,22° 18? 0? N,114° 12? 0? E
363,96,"China, Hong Kong SAR",4011,Phosphate rock,2012,34.2,22° 18? 0? N,114° 12? 0? E
364,96,"China, Hong Kong SAR",4011,Phosphate rock,2017,48.15,22° 18? 0? N,114° 12? 0? E
365,96,"China, Hong Kong SAR",4027,PK compounds,2002,2.5,22° 18? 0? N,114° 12? 0? E
366,96,"China, Hong Kong SAR",4027,PK compounds,2003,2.57,22° 18? 0? N,114° 12? 0? E
367,96,"China, Hong Kong SAR",4027,PK compounds,2004,2.49,22° 18? 0? N,114° 12? 0? E
368,96,"China, Hong Kong SAR",4027,PK compounds,2005,2.69,22° 18? 0? N,114° 12? 0? E
369,96,"China, Hong Kong SAR",4027,PK compounds,2006,2.66,22° 18? 0? N,114° 12? 0? E
370,96,"China, Hong Kong SAR",4027,PK compounds,2008,2.5,22° 18? 0? N,114° 12? 0? E
371,96,"China, Hong Kong SAR",4027,PK compounds,2010,2.66,22° 18? 0? N,114° 12? 0? E
372,96,"China, Hong Kong SAR",4027,PK compounds,2013,4.11,22° 18? 0? N,114° 12? 0? E
373,96,"China, Hong Kong SAR",4027,PK compounds,2014,6.86,22° 18? 0? N,114° 12? 0? E
374,96,"China, Hong Kong SAR",4027,PK compounds,2015,6.21,22° 18? 0? N,114° 12? 0? E
375,96,"China, Hong Kong SAR",4027,PK compounds,2016,29.76,22° 18? 0? N,114° 12? 0? E
376,96,"China, Hong Kong SAR",4027,PK compounds,2017,10.89,22° 18? 0? N,114° 12? 0? E
377,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2002,21.49,22° 18? 0? N,114° 12? 0? E
378,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2003,22.89,22° 18? 0? N,114° 12? 0? E
379,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2004,4.65,22° 18? 0? N,114° 12? 0? E
380,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2005,0.1,22° 18? 0? N,114° 12? 0? E
381,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2006,0.28,22° 18? 0? N,114° 12? 0? E
382,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2007,4.39,22° 18? 0? N,114° 12? 0? E
383,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2011,48.5,22° 18? 0? N,114° 12? 0? E
384,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2012,125.94,22° 18? 0? N,114° 12? 0? E
385,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2013,805.05,22° 18? 0? N,114° 12? 0? E
386,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2014,221.96,22° 18? 0? N,114° 12? 0? E
387,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2015,151.01,22° 18? 0? N,114° 12? 0? E
388,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2016,147.55,22° 18? 0? N,114° 12? 0? E
389,96,"China, Hong Kong SAR",4016,Potassium chloride (muriate of potash) (MOP),2017,27.6,22° 18? 0? N,114° 12? 0? E
390,96,"China, Hong Kong SAR",4025,Potassium nitrate,2002,89.45,22° 18? 0? N,114° 12? 0? E
391,96,"China, Hong Kong SAR",4025,Potassium nitrate,2003,147.1,22° 18? 0? N,114° 12? 0? E
392,96,"China, Hong Kong SAR",4025,Potassium nitrate,2004,129.03,22° 18? 0? N,114° 12? 0? E
393,96,"China, Hong Kong SAR",4025,Potassium nitrate,2005,110.99,22° 18? 0? N,114° 12? 0? E
394,96,"China, Hong Kong SAR",4025,Potassium nitrate,2006,201.35,22° 18? 0? N,114° 12? 0? E
395,96,"China, Hong Kong SAR",4025,Potassium nitrate,2007,188.52,22° 18? 0? N,114° 12? 0? E
396,96,"China, Hong Kong SAR",4025,Potassium nitrate,2008,127.22,22° 18? 0? N,114° 12? 0? E
397,96,"China, Hong Kong SAR",4025,Potassium nitrate,2009,151.81,22° 18? 0? N,114° 12? 0? E
398,96,"China, Hong Kong SAR",4025,Potassium nitrate,2010,203.7,22° 18? 0? N,114° 12? 0? E
399,96,"China, Hong Kong SAR",4025,Potassium nitrate,2011,108.58,22° 18? 0? N,114° 12? 0? E
400,96,"China, Hong Kong SAR",4025,Potassium nitrate,2012,125.14,22° 18? 0? N,114° 12? 0? E
401,96,"China, Hong Kong SAR",4025,Potassium nitrate,2013,923.14,22° 18? 0? N,114° 12? 0? E
402,96,"China, Hong Kong SAR",4025,Potassium nitrate,2014,161.59,22° 18? 0? N,114° 12? 0? E
403,96,"China, Hong Kong SAR",4025,Potassium nitrate,2015,266.85,22° 18? 0? N,114° 12? 0? E
404,96,"China, Hong Kong SAR",4025,Potassium nitrate,2016,10.1,22° 18? 0? N,114° 12? 0? E
405,96,"China, Hong Kong SAR",4025,Potassium nitrate,2017,33.06,22° 18? 0? N,114° 12? 0? E
406,96,"China, Hong Kong SAR",4017,Potassium sulphate (sulphate of potash) (SOP),2005,7.62,22° 18? 0? N,114° 12? 0? E
407,96,"China, Hong Kong SAR",4017,Potassium sulphate (sulphate of potash) (SOP),2006,11.96,22° 18? 0? N,114° 12? 0? E
408,96,"China, Hong Kong SAR",4017,Potassium sulphate (sulphate of potash) (SOP),2007,0.3,22° 18? 0? N,114° 12? 0? E
409,96,"China, Hong Kong SAR",4017,Potassium sulphate (sulphate of potash) (SOP),2008,0.36,22° 18? 0? N,114° 12? 0? E
410,96,"China, Hong Kong SAR",4017,Potassium sulphate (sulphate of potash) (SOP),2009,0.3,22° 18? 0? N,114° 12? 0? E
411,96,"China, Hong Kong SAR",4005,Sodium nitrate,2002,716.17,22° 18? 0? N,114° 12? 0? E
412,96,"China, Hong Kong SAR",4005,Sodium nitrate,2003,602.18,22° 18? 0? N,114° 12? 0? E
413,96,"China, Hong Kong SAR",4005,Sodium nitrate,2004,601.48,22° 18? 0? N,114° 12? 0? E
414,96,"China, Hong Kong SAR",4005,Sodium nitrate,2005,297.08,22° 18? 0? N,114° 12? 0? E
415,96,"China, Hong Kong SAR",4005,Sodium nitrate,2006,462.8,22° 18? 0? N,114° 12? 0? E
416,96,"China, Hong Kong SAR",4005,Sodium nitrate,2007,155.98,22° 18? 0? N,114° 12? 0? E
417,96,"China, Hong Kong SAR",4005,Sodium nitrate,2008,210,22° 18? 0? N,114° 12? 0? E
418,96,"China, Hong Kong SAR",4005,Sodium nitrate,2009,169.5,22° 18? 0? N,114° 12? 0? E
419,96,"China, Hong Kong SAR",4005,Sodium nitrate,2010,45,22° 18? 0? N,114° 12? 0? E
420,96,"China, Hong Kong SAR",4005,Sodium nitrate,2013,49.49,22° 18? 0? N,114° 12? 0? E
421,96,"China, Hong Kong SAR",4005,Sodium nitrate,2014,125.68,22° 18? 0? N,114° 12? 0? E
422,96,"China, Hong Kong SAR",4005,Sodium nitrate,2015,84,22° 18? 0? N,114° 12? 0? E
423,96,"China, Hong Kong SAR",4005,Sodium nitrate,2016,21,22° 18? 0? N,114° 12? 0? E
424,96,"China, Hong Kong SAR",4005,Sodium nitrate,2017,1.68,22° 18? 0? N,114° 12? 0? E
425,96,"China, Hong Kong SAR",4012,Superphosphates above 35%,2013,122.19,22° 18? 0? N,114° 12? 0? E
426,96,"China, Hong Kong SAR",4012,Superphosphates above 35%,2016,0,22° 18? 0? N,114° 12? 0? E
427,96,"China, Hong Kong SAR",4012,Superphosphates above 35%,2017,3.56,22° 18? 0? N,114° 12? 0? E
428,96,"China, Hong Kong SAR",4001,Urea,2002,113.7,22° 18? 0? N,114° 12? 0? E
429,96,"China, Hong Kong SAR",4001,Urea,2003,55.18,22° 18? 0? N,114° 12? 0? E
430,96,"China, Hong Kong SAR",4001,Urea,2004,270.79,22° 18? 0? N,114° 12? 0? E
431,96,"China, Hong Kong SAR",4001,Urea,2005,57.05,22° 18? 0? N,114° 12? 0? E
432,96,"China, Hong Kong SAR",4001,Urea,2006,1.95,22° 18? 0? N,114° 12? 0? E
433,96,"China, Hong Kong SAR",4001,Urea,2007,18.98,22° 18? 0? N,114° 12? 0? E
434,96,"China, Hong Kong SAR",4001,Urea,2008,6.52,22° 18? 0? N,114° 12? 0? E
435,96,"China, Hong Kong SAR",4001,Urea,2009,4.78,22° 18? 0? N,114° 12? 0? E
436,96,"China, Hong Kong SAR",4001,Urea,2010,2,22° 18? 0? N,114° 12? 0? E
437,96,"China, Hong Kong SAR",4001,Urea,2011,2,22° 18? 0? N,114° 12? 0? E
438,96,"China, Hong Kong SAR",4001,Urea,2012,204.5,22° 18? 0? N,114° 12? 0? E
439,96,"China, Hong Kong SAR",4001,Urea,2013,426.6,22° 18? 0? N,114° 12? 0? E
440,96,"China, Hong Kong SAR",4001,Urea,2014,381.64,22° 18? 0? N,114° 12? 0? E
441,96,"China, Hong Kong SAR",4001,Urea,2015,266.51,22° 18? 0? N,114° 12? 0? E
442,96,"China, Hong Kong SAR",4001,Urea,2016,154.66,22° 18? 0? N,114° 12? 0? E
443,96,"China, Hong Kong SAR",4001,Urea,2017,448.67,22° 18? 0? N,114° 12? 0? E
444,96,"China, Hong Kong SAR",4006,Urea and ammonium nitrate solutions (UAN),2002,0.06,22° 18? 0? N,114° 12? 0? E
445,96,"China, Hong Kong SAR",4006,Urea and ammonium nitrate solutions (UAN),2007,0.3,22° 18? 0? N,114° 12? 0? E
446,96,"China, Hong Kong SAR",4006,Urea and ammonium nitrate solutions (UAN),2012,50,22° 18? 0? N,114° 12? 0? E
447,128,"China, Macao SAR",4002,Ammonium sulphate,2008,0.49,"22° 12' 2.02"" N","113° 32' 46"" E"
448,128,"China, Macao SAR",4030,Fertilizers n.e.c.,2009,2.45,"22° 12' 2.02"" N","113° 32' 46"" E"
449,128,"China, Macao SAR",4011,Phosphate rock,2006,1.5,"22° 12' 2.02"" N","113° 32' 46"" E"
450,41,"China, mainland",4007,"Ammonia, anhydrous",2002,60.14,39° 0? 0? N,104° 0? 0? E
451,41,"China, mainland",4007,"Ammonia, anhydrous",2003,123.48,39° 0? 0? N,104° 0? 0? E
452,41,"China, mainland",4007,"Ammonia, anhydrous",2004,55.15,39° 0? 0? N,104° 0? 0? E
453,41,"China, mainland",4007,"Ammonia, anhydrous",2005,144.04,39° 0? 0? N,104° 0? 0? E
454,41,"China, mainland",4007,"Ammonia, anhydrous",2006,90.55,39° 0? 0? N,104° 0? 0? E
455,41,"China, mainland",4007,"Ammonia, anhydrous",2007,79.79,39° 0? 0? N,104° 0? 0? E
456,41,"China, mainland",4007,"Ammonia, anhydrous",2008,75.52,39° 0? 0? N,104° 0? 0? E
457,41,"China, mainland",4007,"Ammonia, anhydrous",2009,419.69,39° 0? 0? N,104° 0? 0? E
458,41,"China, mainland",4007,"Ammonia, anhydrous",2010,1350.41,39° 0? 0? N,104° 0? 0? E
459,41,"China, mainland",4007,"Ammonia, anhydrous",2011,556.01,39° 0? 0? N,104° 0? 0? E
460,41,"China, mainland",4007,"Ammonia, anhydrous",2012,7601.37,39° 0? 0? N,104° 0? 0? E
461,41,"China, mainland",4007,"Ammonia, anhydrous",2013,41170.42,39° 0? 0? N,104° 0? 0? E
462,41,"China, mainland",4007,"Ammonia, anhydrous",2014,14410.25,39° 0? 0? N,104° 0? 0? E
463,41,"China, mainland",4007,"Ammonia, anhydrous",2015,32622.5,39° 0? 0? N,104° 0? 0? E
464,41,"China, mainland",4007,"Ammonia, anhydrous",2016,6184.41,39° 0? 0? N,104° 0? 0? E
465,41,"China, mainland",4007,"Ammonia, anhydrous",2017,6036.55,39° 0? 0? N,104° 0? 0? E
